query,positive,negative,language,domain
query: Why is my concrete floor developing small cracks?,"passage: Small cracks may develop due to shrinkage, improper curing, temperature changes, or settlement. Inspecting the pattern helps determine the cause.",passage: Concrete cracks only because it becomes too old overnight.,en,Civil Engineering
query: How do I know if a column is damaged?,"passage: Signs include visible cracks, exposed reinforcement, concrete spalling, unusual deflection, or structural movement. A structural inspection is recommended.",passage: A column is damaged only if its paint peels off.,en,Civil Engineering
query: What's the purpose of reinforcement bars in concrete?,"passage: Reinforcement bars provide tensile strength to concrete, helping it resist cracking and structural loads.",passage: Steel bars are added only to increase the weight of concrete.,en,Civil Engineering
query: Why is proper drainage important around a building?,"passage: Proper drainage prevents water accumulation, reduces foundation problems, minimizes erosion, and protects the structure from moisture damage.",passage: Drainage is only used to make the surroundings look cleaner.,en,Civil Engineering
query: How can I reduce cracks in plaster walls?,"passage: Use quality materials, allow proper curing, prepare the surface correctly, and avoid rapid drying during construction.",passage: Adding extra water to plaster always prevents cracks.,en,Civil Engineering
query: What causes uneven settlement in buildings?,"passage: Uneven settlement may result from weak soil, poor foundation design, water infiltration, or varying soil conditions beneath the structure.",passage: Buildings settle unevenly because of the wall color.,en,Civil Engineering
query: Can you explain what a beam does in a building?,passage: A beam supports loads from slabs and walls and transfers them safely to columns or other structural members.,passage: A beam is installed only for interior decoration.,en,Civil Engineering
query: வீட்டின் அடித்தளத்தில் நீர் தேங்குகிறது. என்ன செய்ய வேண்டும்?,"passage: சரியான வடிகால் அமைப்பை ஏற்படுத்தி, நீர் தேங்கும் காரணத்தை கண்டறிந்து சரிசெய்ய வேண்டும். இது அடித்தளத்தை பாதுகாக்க உதவும்.",passage: அடித்தளத்தில் நீர் தேங்குவது கட்டிடத்திற்கு நல்லது.,ta,Civil Engineering
query: தூணில் கம்பி வெளியே தெரிகிறது. இது ஆபத்தானதா?,passage: கான்கிரீட் உரிந்து கம்பி வெளிப்பட்டால் அது கட்டமைப்பு சேதத்தின் அறிகுறியாக இருக்கலாம். உடனடியாக ஆய்வு செய்ய வேண்டும்.,passage: கம்பி வெளியே தெரிந்தால் தூண் இன்னும் வலிமையாகும்.,ta,Civil Engineering
query: சாலையில் விரிசல் ஏன் ஏற்படுகிறது?,"passage: அதிக போக்குவரத்து சுமை, வெப்பநிலை மாற்றம், நீர் ஊடுருவல் அல்லது தரமற்ற கட்டுமானம் காரணமாக சாலை விரிசல் ஏற்படலாம்.",passage: சாலை விரிசல் வாகன வேகம் அதிகரிப்பதால் மட்டும் ஏற்படும்.,ta,Civil Engineering
query: கட்டுமானத்திற்கு முன் நிலத்தை ஏன் சமப்படுத்த வேண்டும்?,"passage: நிலத்தை சமப்படுத்துவது கட்டிடத்தின் நிலைத்தன்மையை மேம்படுத்தி, சரியான அடித்தள அமைப்புக்கு உதவுகிறது.",passage: நிலத்தை சமப்படுத்துவது கட்டுமானத்திற்கு தேவையில்லை.,ta,Civil Engineering
query: Retaining wall epo use pannuvanga?,"passage: Soil slide aagama irukka, slope area support panna, and ground level difference maintain panna retaining wall use pannuvanga.",passage: Retaining wall house decoration-ku mattum use pannuvanga.,ta-en,Civil Engineering
query: Beam la crack vandha enna seiyanum?,"passage: Crack size, location, and cause inspect pannunga. Structural engineer advice vangitu repair pannunga.",passage: Crack irundhalum beam-a ignore pannalam.,ta-en,Civil Engineering
query: Concrete floor uneven ah irukku. Enna reason?,"passage: Improper leveling, poor finishing, soil settlement, illa construction error nala floor uneven aagirukkalam.",passage: Concrete floor uneven aaguradhu weather nala mattum.,ta-en,Civil Engineering
query: Building waterproofing epdi improve pannalam?,"passage: Quality waterproofing materials use pannunga, cracks seal pannunga, drainage maintain pannunga, and regular inspection pannunga.",passage: Waterproofing-ku paint mattum podhum.,ta-en,Civil Engineering
query: Can you explain why expansion joints are used in buildings?,"passage: Expansion joints allow structures to expand and contract due to temperature changes, reducing stress and preventing uncontrolled cracking.",passage: Expansion joints are only added to increase construction costs.,en,Civil Engineering
query: கான்கிரீட்டில் தேன்கூடு போன்ற இடைவெளிகள் ஏன் உருவாகின்றன?,"passage: சரியான கம்பாக்ஷன் இல்லாதது, தவறான கலவை அல்லது போதிய அதிர்வு இல்லாததால் தேன்கூடு போன்ற இடைவெளிகள் உருவாகலாம்.",passage: இது கான்கிரீட் மிகவும் வலிமையானதற்கான அறிகுறி.,ta,Civil Engineering
query: Site la safety improve panna enna pannalam?,"passage: Workers PPE use panna sollunga, safety signs install pannunga, equipment inspect pannunga, and safety training conduct pannunga.",passage: Safety improve panna PPE thevai illa.,ta-en,Civil Engineering
query: How do I identify poor-quality concrete after construction?,"passage: Signs include excessive cracking, surface scaling, honeycombing, low strength, exposed reinforcement, or water seepage. Professional testing can confirm the condition.",passage: Concrete quality can be judged only by its color.,en,Civil Engineering
query: Can you explain why my building roof is sagging?,"passage: A sagging roof may result from excessive loads, weakened structural members, water damage, or poor construction. A structural inspection should be carried out promptly.",passage: A roof sags because it absorbs too much sunlight.,en,Civil Engineering
query: How do I know if my concrete has cured properly?,"passage: Properly cured concrete develops strength gradually, has fewer surface cracks, and retains adequate moisture during the curing period.",passage: Concrete is fully cured as soon as it changes color.,en,Civil Engineering
query: Why is water collecting near my building foundation?,"passage: Poor site grading, blocked drainage, or inadequate stormwater management may cause water to accumulate near the foundation.",passage: Water near the foundation always makes the building stronger.,en,Civil Engineering
query: Can you explain the purpose of a lintel?,passage: A lintel is a horizontal structural member placed above doors and windows to support the load from the wall above.,passage: A lintel is only installed to decorate windows.,en,Civil Engineering
query: My driveway concrete is breaking apart. What could be the reason?,"passage: Concrete deterioration may result from poor-quality materials, freeze-thaw damage, overloading, or inadequate curing.",passage: Concrete breaks only because vehicles are parked on it once.,en,Civil Engineering
query: How can I improve the durability of a concrete structure?,"passage: Use quality materials, maintain the correct mix proportion, provide proper curing, ensure adequate reinforcement, and perform regular maintenance.",passage: Adding extra water always increases concrete durability.,en,Civil Engineering
query: What is the purpose of soil compaction before construction?,"passage: Soil compaction increases soil strength, reduces settlement, and provides better support for foundations and pavements.",passage: Soil compaction is done only to change the soil color.,en,Civil Engineering
query: Why is my brick wall showing white powder deposits?,"passage: White deposits, called efflorescence, occur when water carries dissolved salts to the surface of masonry.",passage: White powder means the bricks are becoming stronger.,en,Civil Engineering
query: வீட்டின் தூணில் சிறிய விரிசல் உள்ளது. கவலைப்பட வேண்டுமா?,"passage: விரிசலின் அளவு, ஆழம் மற்றும் இடத்தை ஆய்வு செய்ய வேண்டும். சில விரிசல்கள் சாதாரணமாக இருக்கலாம், ஆனால் பெரிய விரிசல்களுக்கு நிபுணர் ஆய்வு அவசியம்.",passage: தூணில் எந்த அளவு விரிசல் இருந்தாலும் அது பாதுகாப்பானதே.,ta,Civil Engineering
query: மழைநீர் வடிகால் சரியாக இல்லாவிட்டால் என்ன பிரச்சனை வரும்?,"passage: நீர் தேக்கம், அடித்தள சேதம், மண் அரிப்பு மற்றும் சுவர் ஈரப்பதம் போன்ற பிரச்சனைகள் ஏற்படலாம்.",passage: மழைநீர் தேங்கினால் கட்டிடம் இன்னும் வலிமையாகும்.,ta,Civil Engineering
query: கான்கிரீட்டில் கம்பி வெளிப்படுவது ஏன்?,"passage: கான்கிரீட் உரிதல், அரிப்பு அல்லது போதிய கவர் இல்லாததால் இரும்புக் கம்பிகள் வெளிப்படலாம்.",passage: இரும்பு வெளியே தெரிந்தால் கான்கிரீட் தரம் அதிகரிக்கும்.,ta,Civil Engineering
query: கட்டிடத்தில் விரிவாக்க இணைப்பு (Expansion Joint) ஏன் பயன்படுத்தப்படுகிறது?,passage: வெப்பநிலை மாற்றங்களால் ஏற்படும் விரிவாக்கம் மற்றும் சுருக்கத்தை சமாளித்து விரிசல்களை குறைக்க பயன்படுத்தப்படுகிறது.,passage: விரிவாக்க இணைப்புகள் கட்டிடத்தின் உயரத்தை அதிகரிக்க பயன்படுகின்றன.,ta,Civil Engineering
query: Concrete cure panna minimum evlo naal wait panna vendum?,passage: Concrete type and project requirements poruthu curing period vary aagum. Proper curing strength improve panna mukkiyam.,passage: Concrete pour pannina udane full strength vandhudum.,ta-en,Civil Engineering
query: En compound wall konjam tilt aagirukku. Enna reason?,"passage: Foundation settlement, poor construction, soil movement, illa water erosion irukkalam. Inspection pannunga.",passage: Wall tilt aagiradhu normal growth process.,ta-en,Civil Engineering
query: Site la concrete pour panna munadi enna check pannalam?,"passage: Formwork, reinforcement, mix quality, dimensions, and site readiness ellam verify pannunga.",passage: Concrete pour panna munadi edhayum check panna thevai illa.,ta-en,Civil Engineering
query: Building la seepage problem epdi solve pannalam?,"passage: Leak source identify pannunga, cracks seal pannunga, waterproofing apply pannunga, drainage improve pannunga.",passage: Wall mela paint adicha seepage permanent-a stop aagum.,ta-en,Civil Engineering
query: Can you explain why road pavements develop potholes?,"passage: Potholes form because of water infiltration, repeated traffic loading, weak pavement layers, and poor maintenance.",passage: Potholes appear because roads receive too much sunlight.,en,Civil Engineering
query: பழைய கட்டிடத்தை புதுப்பிப்பதற்கு முன் என்ன ஆய்வு செய்ய வேண்டும்?,"passage: அடித்தளம், தூண்கள், பீம்கள், சுவர்கள் மற்றும் கட்டிடத்தின் மொத்த நிலைத்தன்மையை ஆய்வு செய்ய வேண்டும்.",passage: கட்டிடத்தின் பெயிண்ட் மட்டும் பார்த்தால் போதும்.,ta,Civil Engineering
query: Brick wall straight illa. Enna problem irukkum?,"passage: Improper alignment, poor workmanship, foundation settlement, illa measurement error irukkalam. Site inspection pannunga.",passage: Wall straight illa na adhu design feature dhaan.,ta-en,Civil Engineering
query: How do engineers determine whether a building is structurally safe?,"passage: Engineers evaluate the foundation, structural members, material condition, visible damage, load capacity, and may perform structural assessments and testing when required.",passage: A building is structurally safe if it simply looks new from the outside.,en,Civil Engineering
query: Can you explain why my staircase is developing cracks?,"passage: Staircase cracks may occur due to settlement, overloading, shrinkage, poor reinforcement, or construction defects. A detailed inspection can identify the actual cause.",passage: Staircase cracks appear because people use the stairs too often.,en,Civil Engineering
query: How do I know if my retaining wall is failing?,"passage: Signs include wall tilting, bulging, large cracks, water seepage, or soil movement behind the wall. A structural assessment is recommended.",passage: A retaining wall is failing only if its paint starts fading.,en,Civil Engineering
query: Why is rainwater entering through my windows?,"passage: Rainwater may enter because of poor sealing, damaged waterproofing, gaps around the frame, or improper installation.",passage: Rainwater enters only because the windows are too clean.,en,Civil Engineering
query: Can you explain what a plinth beam does?,"passage: A plinth beam connects structural elements at plinth level, distributes loads, and helps reduce differential settlement and wall cracking.",passage: A plinth beam is used only to improve the building's appearance.,en,Civil Engineering
query: My balcony has small cracks. Should I be worried?,"passage: Small cracks may result from shrinkage or temperature changes, but wider or growing cracks should be inspected by a structural engineer.",passage: Every balcony crack automatically means the building will collapse.,en,Civil Engineering
query: How can I improve drainage around my house?,"passage: Provide proper ground slope, install drainage channels, clean gutters regularly, and ensure rainwater flows away from the foundation.",passage: The best drainage method is allowing water to collect near the foundation.,en,Civil Engineering
query: Why are expansion joints necessary in concrete pavements?,"passage: Expansion joints allow concrete to expand and contract with temperature changes, reducing uncontrolled cracking.",passage: Expansion joints are added only to reduce construction costs.,en,Civil Engineering
query: What causes concrete honeycombing?,"passage: Honeycombing occurs due to inadequate vibration, poor concrete placement, insufficient mortar, or improper mix proportions.",passage: Honeycombing means the concrete has become extra strong.,en,Civil Engineering
query: சுவரில் ஈரப்பதம் அதிகமாக இருக்கிறது. என்ன காரணம்?,"passage: நீர் கசிவு, மோசமான நீர்ப்புகா அமைப்பு, மழைநீர் ஊடுருவல் அல்லது குழாய் கசிவு காரணமாக ஈரப்பதம் ஏற்படலாம்.",passage: சுவரில் ஈரப்பதம் இருப்பது சுவர் வலிமை அதிகரித்ததற்கான அறிகுறி.,ta,Civil Engineering
query: வீட்டின் தரை உடைந்து வருகிறது. என்ன செய்ய வேண்டும்?,"passage: அடித்தளம், மண் அமர்வு, கான்கிரீட் தரம் மற்றும் சுமை நிலைகளை ஆய்வு செய்து காரணத்தை கண்டறிய வேண்டும்.",passage: தரை உடைவது சாதாரணம் என்பதால் எந்த நடவடிக்கையும் தேவையில்லை.,ta,Civil Engineering
query: கட்டிடத்தில் நீர் கசிவு ஏற்பட்டால் முதலில் என்ன செய்ய வேண்டும்?,"passage: நீர் கசிவின் மூலத்தை கண்டறிந்து, தேவையான நீர்ப்புகா பழுதுபார்ப்பு மற்றும் சீலிங் பணிகளை மேற்கொள்ள வேண்டும்.",passage: நீர் கசிவை நிறுத்த சுவரில் மட்டும் பெயிண்ட் அடித்தால் போதும்.,ta,Civil Engineering
query: Foundation excavation mudinja apram enna check pannalam?,"passage: Depth, dimensions, soil condition, water accumulation, and reinforcement preparation ellam verify pannunga.","passage: Excavation mudinja udane concrete pour pannunga, inspection thevai illa.",ta-en,Civil Engineering
query: Concrete slab la water ponding irukku. Enna reason?,"passage: Improper slope, uneven finishing, or drainage design problem irukkalam. Site inspection pannunga.",passage: Water ponding na slab romba strong nu artham.,ta-en,Civil Engineering
query: Brick wall la crack vandha immediate-a enna seiyanum?,"passage: Crack size and location inspect pannunga. Water leakage, settlement, or structural issue irukka nu check pannunga.",passage: Crack mela paint adicha permanent-a solve aagidum.,ta-en,Civil Engineering
query: Roof waterproofing epdi maintain pannalam?,"passage: Roof clean-a maintain pannunga, drainage block aagama paathukonga, cracks repair pannunga, and waterproof coating inspect pannunga.",passage: Waterproofing-ku maintenance thevaiye illa.,ta-en,Civil Engineering
query: Can you explain why soil erosion happens near buildings?,"passage: Soil erosion may occur due to flowing water, poor drainage, lack of vegetation, or improper site grading around the building.",passage: Soil erosion happens because buildings become heavier every year.,en,Civil Engineering
query: தூணின் கான்கிரீட் உரிந்து வருகிறது. என்ன காரணம்?,"passage: கம்பி அரிப்பு, மோசமான கான்கிரீட் தரம், ஈரப்பதம் அல்லது வயதான கட்டமைப்பு காரணமாக இருக்கலாம்.",passage: கான்கிரீட் உரிதல் தூண் வலிமையை அதிகரிக்கும்.,ta,Civil Engineering
query: Site la column alignment epdi check pannuvanga?,"passage: Plumb bob, spirit level, laser level, and survey instruments use panni alignment verify pannuvanga.",passage: Column alignment eye estimation pothum.,ta-en,Civil Engineering
query: Why is proper site leveling important before construction?,"passage: Proper site leveling ensures stable foundations, good drainage, accurate construction dimensions, and reduced future settlement issues.",passage: Site leveling is done only to make the construction site look neat.,en,Civil Engineering
query: Building completion apram regular inspection panna venduma?,"passage: Ama. Regular inspection moolama cracks, seepage, settlement, drainage issues, and maintenance needs early-a identify pannalam.",passage: Building complete aana apram inspection eppovume thevai illa.,ta-en,Civil Engineering
query: Can you explain why the pressure inside my chemical reactor is increasing?,"passage: An increase in reactor pressure may be caused by excessive heat, gas generation, blocked outlets, overfeeding reactants, or equipment malfunction. Inspect the process before continuing operation.",passage: Reactor pressure increases only because the reactor is painted a darker color.,en,Chemical Engineering
query: How do I choose the right material for storing chemicals?,"passage: Select the storage material based on chemical compatibility, operating temperature, pressure, corrosion resistance, and applicable safety standards.",passage: Every chemical can be safely stored in the same type of container.,en,Chemical Engineering
query: Why is my heat exchanger not cooling efficiently?,"passage: Poor cooling may result from fouling, insufficient coolant flow, scaling, blocked tubes, or damaged components. Regular inspection helps identify the cause.",passage: Heat exchangers cool better when the coolant flow is completely stopped.,en,Chemical Engineering
query: Can you explain what a distillation column does?,"passage: A distillation column separates liquid mixtures based on differences in boiling points, allowing different components to be collected separately.",passage: A distillation column is mainly used to generate electricity.,en,Chemical Engineering
query: My chemical pump is leaking. What should I inspect?,"passage: Check the mechanical seal, gaskets, pipe connections, pump casing, and operating pressure to locate the source of the leak.",passage: Chemical pumps leak because they are operating too quietly.,en,Chemical Engineering
query: Why is pH monitoring important in chemical processes?,"passage: Monitoring pH helps maintain product quality, process efficiency, equipment protection, and safe operating conditions.",passage: The pH value only changes the color of the equipment.,en,Chemical Engineering
query: How can I reduce corrosion in chemical equipment?,"passage: Use corrosion-resistant materials, protective coatings, suitable operating conditions, proper chemical selection, and regular inspections.",passage: Corrosion can be prevented by keeping equipment permanently wet.,en,Chemical Engineering
query: What causes excessive foaming in a chemical process?,"passage: Foaming may occur due to contamination, process conditions, excessive agitation, or the properties of the chemicals being processed.",passage: Foaming happens only because the tank is too large.,en,Chemical Engineering
query: ரசாயன தொட்டியில் அழுத்தம் அதிகரிக்கிறது. என்ன காரணம்?,"passage: அதிக வெப்பம், வாயு உருவாகுதல், வெளியேற்ற பாதை அடைப்பு அல்லது செயல்முறை கோளாறு போன்ற காரணங்களால் அழுத்தம் அதிகரிக்கலாம்.",passage: தொட்டியின் நிறம் மாறுவதால் மட்டுமே அழுத்தம் அதிகரிக்கும்.,ta,Chemical Engineering
query: ரசாயன குழாயில் கசிவு ஏற்பட்டால் என்ன செய்ய வேண்டும்?,"passage: பாதுகாப்பு நடைமுறைகளை பின்பற்றி, செயல்முறையை நிறுத்தி, கசிவின் காரணத்தை கண்டறிந்து சரிசெய்ய வேண்டும்.",passage: கசிவு ஏற்பட்டாலும் செயல்முறையை தொடர்ந்து இயக்கலாம்.,ta,Chemical Engineering
query: வெப்ப மாற்றி (Heat Exchanger) ஏன் பயன்படுத்தப்படுகிறது?,passage: ஒரு திரவத்திலிருந்து மற்றொரு திரவத்திற்கு வெப்பத்தை திறம்பட மாற்றுவதற்காக வெப்ப மாற்றி பயன்படுத்தப்படுகிறது.,passage: வெப்ப மாற்றி மின்சாரம் உருவாக்க மட்டுமே பயன்படுத்தப்படுகிறது.,ta,Chemical Engineering
query: pH அளவை ஏன் தொடர்ந்து கண்காணிக்க வேண்டும்?,"passage: செயல்முறை பாதுகாப்பு, தயாரிப்பு தரம் மற்றும் சரியான வேதியியல் வினைகளை உறுதி செய்ய pH கண்காணிப்பு முக்கியம்.",passage: pH அளவு கருவியின் நிறத்தை மட்டும் மாற்றும்.,ta,Chemical Engineering
query: Reactor pressure increase aguthu. Enna check pannalam?,"passage: Temperature, outlet blockage, gas formation, feed rate, and pressure control system inspect pannunga.",passage: Pressure increase aana reactor nalla work panrathu nu artham.,ta-en,Chemical Engineering
query: Chemical storage tank la corrosion varuthu. Enna reason?,"passage: Wrong material selection, chemical incompatibility, moisture, illa protective coating damage irukkalam.",passage: Corrosion vandha tank life increase aagum.,ta-en,Chemical Engineering
query: Distillation column proper ah separate panna maatingudhu. Enna problem?,"passage: Temperature profile, reflux ratio, feed condition, and column internals inspect pannunga.",passage: Column speed increase pannina separation automatic improve aagum.,ta-en,Chemical Engineering
query: Heat exchanger efficiency improve panna enna seiyanum?,"passage: Regular cleaning pannunga, scaling remove pannunga, coolant flow maintain pannunga, and leakage inspect pannunga.",passage: Coolant flow stop pannina efficiency improve aagum.,ta-en,Chemical Engineering
query: Can you explain why agitation is important in chemical reactors?,"passage: Agitation improves mixing, enhances heat transfer, and promotes uniform chemical reactions throughout the reactor.",passage: Agitation is used only to make noise inside the reactor.,en,Chemical Engineering
query: ரசாயன கலவை சரியாக கலக்கவில்லை. என்ன செய்ய வேண்டும்?,"passage: கலக்கும் வேகம், கலக்கி வடிவமைப்பு, திரவத்தின் பண்புகள் மற்றும் செயல்முறை நிலைகளை ஆய்வு செய்ய வேண்டும்.",passage: வேகமாக கலக்கினால் எந்த கலவையும் சரியாகிவிடும்.,ta,Chemical Engineering
query: Chemical process la safety improve panna easy tips sollunga.,"passage: PPE use pannunga, safety procedures follow pannunga, equipment inspect pannunga, emergency system ready-a maintain pannunga.",passage: Safety-ku PPE use panna thevaiye illa.,ta-en,Chemical Engineering
query: How do I identify fouling in a heat exchanger?,"passage: Signs include reduced heat transfer, increased pressure drop, higher energy consumption, and lower process efficiency. Regular inspection and cleaning help maintain performance.",passage: A heat exchanger is fouled only when its outer paint fades.,en,Chemical Engineering
query: Why is the temperature inside my reactor increasing rapidly?,"passage: A rapid temperature rise may result from an uncontrolled exothermic reaction, insufficient cooling, excessive reactant feed, or equipment malfunction. Investigate the cause before continuing operation.",passage: The reactor temperature increases because the vessel becomes cleaner.,en,Chemical Engineering
query: How do I safely handle corrosive chemicals?,"passage: Use appropriate personal protective equipment (PPE), compatible containers, proper ventilation, and follow established safety procedures for handling corrosive chemicals.",passage: Corrosive chemicals can be handled safely without any protective equipment.,en,Chemical Engineering
query: What causes scaling inside heat exchangers?,"passage: Scaling occurs when dissolved minerals or process materials deposit on heat transfer surfaces, reducing heat transfer efficiency.",passage: Scaling happens only because the heat exchanger is too cold.,en,Chemical Engineering
query: Can you explain what process flow rate means?,passage: Flow rate is the volume or mass of fluid moving through a system per unit time and is an important process control parameter.,passage: Flow rate measures only the color of a liquid.,en,Chemical Engineering
query: My filtration unit is taking longer than usual. What should I check?,"passage: Inspect the filter media, pressure difference, flow rate, and possible clogging to determine the cause of reduced filtration performance.",passage: Filtration becomes slower because the liquid is too clean.,en,Chemical Engineering
query: Why is my process pressure dropping unexpectedly?,"passage: Pressure loss may be caused by leaks, pump problems, valve malfunctions, clogged lines, or equipment failures.",passage: Pressure drops because the equipment is producing extra pressure.,en,Chemical Engineering
query: How can I improve mixing inside a chemical tank?,"passage: Optimize agitator speed, impeller selection, tank design, liquid level, and operating conditions to improve mixing efficiency.",passage: Turn the agitator off completely to improve mixing.,en,Chemical Engineering
query: What is the purpose of a pressure relief valve?,passage: A pressure relief valve automatically releases excess pressure to protect equipment from unsafe operating conditions.,passage: A pressure relief valve is used to increase tank pressure continuously.,en,Chemical Engineering
query: ரசாயன தொட்டியில் நுரை அதிகமாக உருவாகிறது. என்ன காரணம்?,"passage: கலக்கும் வேகம், ரசாயனத்தின் தன்மை, மாசுபாடு அல்லது செயல்முறை நிலைமைகள் காரணமாக நுரை உருவாகலாம்.",passage: நுரை அதிகமாக இருப்பது எப்போதும் நல்ல செயல்முறையின் அறிகுறி.,ta,Chemical Engineering
query: ரசாயன செயல்முறையில் வெப்பநிலையை ஏன் கட்டுப்படுத்த வேண்டும்?,"passage: சரியான வெப்பநிலை தயாரிப்பு தரம், பாதுகாப்பு மற்றும் வேதியியல் வினையின் செயல்திறனை உறுதி செய்கிறது.",passage: வெப்பநிலையை கட்டுப்படுத்த வேண்டிய அவசியமில்லை.,ta,Chemical Engineering
query: பம்பில் ரசாயன கசிவு ஏற்பட்டால் முதலில் என்ன செய்ய வேண்டும்?,"passage: செயல்முறையை பாதுகாப்பாக நிறுத்தி, PPE அணிந்து, கசிவின் காரணத்தை கண்டறிந்து சரிசெய்ய வேண்டும்.",passage: கசிவு இருந்தாலும் பம்பை தொடர்ந்து இயக்கலாம்.,ta,Chemical Engineering
query: Reactor la cooling proper ah work aagala. Enna check pannalam?,"passage: Cooling water flow, heat exchanger condition, temperature sensors, and control system inspect pannunga.",passage: Cooling system off pannina reactor better work pannum.,ta-en,Chemical Engineering
query: Chemical pipeline la blockage irukku. Enna seiyanum?,passage: Pipeline isolate pannitu blockage location identify pannunga. Process safety procedures follow pannitu clean pannunga.,passage: Pressure increase pannina blockage automatic clear aagum.,ta-en,Chemical Engineering
query: Distillation column temperature stable illa. Enna reason?,"passage: Feed variation, reflux ratio, heat input, or instrumentation issues irukkalam. Process parameters inspect pannunga.",passage: Temperature stable illa na column nalla separate pannuthu.,ta-en,Chemical Engineering
query: Chemical storage drum choose panna enna consider panna vendum?,"passage: Chemical compatibility, pressure, temperature, corrosion resistance, and safety regulations consider pannunga.",passage: Ella chemical-kum ore drum use pannalam.,ta-en,Chemical Engineering
query: Can you explain why process control instruments need calibration?,"passage: Calibration ensures measurement accuracy, improves process control, maintains product quality, and supports safe plant operation.",passage: Calibration is only done to make instruments look new.,en,Chemical Engineering
query: ரசாயன ஆலை பாதுகாப்பை எப்படி மேம்படுத்தலாம்?,"passage: பாதுகாப்பு நடைமுறைகளை பின்பற்ற வேண்டும், PPE பயன்படுத்த வேண்டும், கருவிகளை பராமரிக்க வேண்டும் மற்றும் அவசரகால பயிற்சிகளை நடத்த வேண்டும்.",passage: பாதுகாப்பு உபகரணங்கள் இல்லாமலும் பாதுகாப்பாக வேலை செய்யலாம்.,ta,Chemical Engineering
query: Chemical process la sensor wrong value kaatuthu. Enna check pannalam?,"passage: Sensor calibration, wiring, power supply, and process conditions inspect pannunga before replacing the sensor.",passage: Sensor wrong value kaatuna process automatic improve aagum.,ta-en,Chemical Engineering
query: Why is chemical process documentation important?,"passage: Process documentation helps maintain consistency, supports troubleshooting, improves safety, and ensures regulatory compliance.",passage: Documentation is only required after equipment failure.,en,Chemical Engineering
query: Reactor maintenance regular ah panna venduma?,"passage: Ama. Regular maintenance moolama leaks, corrosion, instrumentation faults, and equipment wear early-a identify pannalam, which improves safety and reliability.",passage: Reactor breakdown aana apram dhaan maintenance panna vendum.,ta-en,Chemical Engineering
query: Why is my distillation column producing low-purity output?,"passage: Low product purity may result from an incorrect reflux ratio, unstable feed composition, improper temperature control, or damaged trays or packing. Inspect the operating conditions before making adjustments.",passage: A distillation column produces low-purity output because it is painted a different color.,en,Chemical Engineering
query: Can you explain what a scrubber does in a chemical plant?,"passage: A scrubber removes harmful gases or particulate matter from process exhaust streams, helping reduce emissions and improve environmental compliance.",passage: A scrubber is only used to increase process pressure.,en,Chemical Engineering
query: Why is my process pump cavitating?,"passage: Pump cavitation may occur due to low suction pressure, blocked suction lines, excessive fluid temperature, or insufficient Net Positive Suction Head (NPSH).",passage: Pump cavitation happens because the motor rotates too smoothly.,en,Chemical Engineering
query: How do I prevent contamination during chemical production?,"passage: Maintain clean equipment, follow proper operating procedures, use compatible materials, and monitor the process regularly to minimize contamination risks.",passage: The best way to prevent contamination is to leave process tanks open.,en,Chemical Engineering
query: What causes corrosion in chemical pipelines?,"passage: Corrosion may result from incompatible chemicals, moisture, high temperatures, poor material selection, or inadequate protective coatings.",passage: Pipelines corrode only because chemicals flow too slowly.,en,Chemical Engineering
query: Can you explain why process sampling is important?,"passage: Process sampling helps monitor product quality, verify process conditions, detect abnormalities, and support process optimization.",passage: Sampling is performed only after production has completely finished.,en,Chemical Engineering
query: Why is my cooling tower not reducing water temperature effectively?,"passage: Poor cooling performance may result from blocked nozzles, inadequate airflow, scaling, insufficient water circulation, or fan problems.",passage: Cooling towers become less effective because the water is too clean.,en,Chemical Engineering
query: How can I improve energy efficiency in a chemical plant?,"passage: Improve energy efficiency by maintaining equipment, optimizing heat recovery, reducing process losses, monitoring utilities, and performing regular preventive maintenance.",passage: Running every machine continuously at full capacity always improves energy efficiency.,en,Chemical Engineering
query: ரசாயன குழாயில் அரிப்பு அதிகமாக இருக்கிறது. என்ன காரணம்?,"passage: பொருந்தாத குழாய் பொருள், அதிக வெப்பநிலை, ஈரப்பதம் அல்லது ரசாயனத்தின் தன்மை காரணமாக அரிப்பு ஏற்படலாம்.",passage: அரிப்பு ஏற்பட்டால் குழாயின் ஆயுள் அதிகரிக்கும்.,ta,Chemical Engineering
query: ரசாயன ஆலை கருவிகளை எவ்வளவு அடிக்கடி பராமரிக்க வேண்டும்?,"passage: உற்பத்தியாளர் பரிந்துரைக்கும் பராமரிப்பு அட்டவணையை பின்பற்றி, காலம்தோறும் ஆய்வு செய்து பராமரிக்க வேண்டும்.",passage: கருவி பழுதான பிறகே பராமரிக்க வேண்டும்.,ta,Chemical Engineering
query: Flow meter சரியான மதிப்பை காட்டவில்லை. என்ன செய்ய வேண்டும்?,"passage: Flow meter அளவுத்திருத்தம், சென்சார், குழாய் அடைப்பு மற்றும் இணைப்புகளை சரிபார்க்க வேண்டும்.",passage: Flow meter தவறாக காட்டினாலும் அதை மாற்ற தேவையில்லை.,ta,Chemical Engineering
query: Reactor la pressure sensor incorrect value kaatuthu. Enna check pannalam?,"passage: Sensor calibration, wiring, power supply, and process pressure verify pannunga before replacing the sensor.",passage: Pressure sensor wrong value kaatuna reactor safer aagidum.,ta-en,Chemical Engineering
